speaker,act,scene,line_number,text
Lady Macbeth,1,7,519,How tender ’tis to love the babe that milks me.
Lady Macbeth,1,7,520,"I would, while it was smiling in my face,"
Lady Macbeth,1,7,521,Have plucked my nipple from his boneless gums
Lady Macbeth,1,7,522,"And dashed the brains out, had I so sworn as you"
Lady Macbeth,1,7,523,Have done to this.
Macbeth,1,7,524,If we should fail—
Lady Macbeth,1,7,525,We fail?
Lady Macbeth,1,7,526,But screw your courage to the sticking place
Lady Macbeth,1,7,527,And we’ll not fail. When Duncan is asleep
Lady Macbeth,1,7,528,(Whereto the rather shall his day’s hard journey
Lady Macbeth,1,7,529,"Soundly invite him), his two chamberlains"
Lady Macbeth,1,7,530,Will I with wine and wassail so convince
Lady Macbeth,1,7,531,"That memory, the warder of the brain,"
Lady Macbeth,1,7,532,"Shall be a fume, and the receipt of reason"
Lady Macbeth,1,7,533,A limbeck only. When in swinish sleep
Lady Macbeth,1,7,534,"Their drenchèd natures lies as in a death,"
Lady Macbeth,1,7,535,What cannot you and I perform upon
Lady Macbeth,1,7,536,Th’ unguarded Duncan? What not put upon
Lady Macbeth,1,7,537,"His spongy officers, who shall bear the guilt"
Lady Macbeth,1,7,538,Of our great quell?
Macbeth,1,7,539,"Bring forth men-children only,"
Macbeth,1,7,540,For thy undaunted mettle should compose
Macbeth,1,7,541,"Nothing but males. Will it not be received,"
Macbeth,1,7,542,When we have marked with blood those sleepy two
Macbeth,1,7,543,"Of his own chamber and used their very daggers,"
Macbeth,1,7,544,That they have done ’t?
Lady Macbeth,1,7,545,"Who dares receive it other,"
Lady Macbeth,1,7,546,As we shall make our griefs and clamor roar
Lady Macbeth,1,7,547,Upon his death?
Macbeth,1,7,548,I am settled and bend up
Macbeth,1,7,549,Each corporal agent to this terrible feat.
Macbeth,1,7,550,"Away, and mock the time with fairest show."
Macbeth,1,7,551,False face must hide what the false heart doth
Macbeth,1,7,552,know.
Banquo,2,1,553,"How goes the night, boy?"
Fleance,2,1,554,The moon is down. I have not heard the clock.
Banquo,2,1,555,And she goes down at twelve.
Fleance,2,1,556,"I take ’t ’tis later, sir."
Banquo,2,1,557,"Hold, take my sword."
Banquo,2,1,558,There’s husbandry in heaven;
Banquo,2,1,559,Their candles are all out. Take thee that too.
Banquo,2,1,560,"A heavy summons lies like lead upon me,"
Banquo,2,1,561,"And yet I would not sleep. Merciful powers,"
Banquo,2,1,562,Restrain in me the cursèd thoughts that nature
Banquo,2,1,563,Gives way to in repose.
Banquo,2,1,564,Give me my sword.—Who’s
Banquo,2,1,565,there?
Macbeth,2,1,566,A friend.
Banquo,2,1,567,"What, sir, not yet at rest? The King’s abed."
Banquo,2,1,568,"He hath been in unusual pleasure, and"
Banquo,2,1,569,Sent forth great largess to your offices.
Banquo,2,1,570,"This diamond he greets your wife withal,"
Banquo,2,1,571,"By the name of most kind hostess, and shut up"
Banquo,2,1,572,In measureless content.
Macbeth,2,1,573,"Being unprepared,"
Macbeth,2,1,574,"Our will became the servant to defect,"
Macbeth,2,1,575,Which else should free have wrought.
Banquo,2,1,576,All’s well.
Banquo,2,1,577,I dreamt last night of the three Weïrd Sisters.
Banquo,2,1,578,To you they have showed some truth.
Macbeth,2,1,579,I think not of
Macbeth,2,1,580,them.
Macbeth,2,1,581,"Yet, when we can entreat an hour to serve,"
Macbeth,2,1,582,We would spend it in some words upon that
Macbeth,2,1,583,"business,"
Macbeth,2,1,584,If you would grant the time.
Banquo,2,1,585,At your kind’st leisure.
Macbeth,2,1,586,"If you shall cleave to my consent, when ’tis,"
Macbeth,2,1,587,It shall make honor for you.
Banquo,2,1,588,So I lose none
Banquo,2,1,589,"In seeking to augment it, but still keep"
Banquo,2,1,590,"My bosom franchised and allegiance clear,"
Banquo,2,1,591,I shall be counseled.
Macbeth,2,1,592,Good repose the while.
Banquo,2,1,593,"Thanks, sir. The like to you."
Macbeth,2,1,594,"Go bid thy mistress, when my drink is ready,"
Macbeth,2,1,595,She strike upon the bell. Get thee to bed.
Macbeth,2,1,596,"Is this a dagger which I see before me,"
Macbeth,2,1,597,"The handle toward my hand? Come, let me clutch"
Macbeth,2,1,598,thee.
Macbeth,2,1,599,"I have thee not, and yet I see thee still."
Macbeth,2,1,600,"Art thou not, fatal vision, sensible"
Macbeth,2,1,601,To feeling as to sight? Or art thou but
Macbeth,2,1,602,"A dagger of the mind, a false creation"
Macbeth,2,1,603,Proceeding from the heat-oppressèd brain?
Macbeth,2,1,604,"I see thee yet, in form as palpable"
Macbeth,2,1,605,As this which now I draw.
Macbeth,2,1,606,"Thou marshal’st me the way that I was going,"
Macbeth,2,1,607,And such an instrument I was to use.
Macbeth,2,1,608,Mine eyes are made the fools o’ th’ other senses
Macbeth,2,1,609,"Or else worth all the rest. I see thee still,"
Macbeth,2,1,610,"And, on thy blade and dudgeon, gouts of blood,"
Macbeth,2,1,611,Which was not so before. There’s no such thing.
Macbeth,2,1,612,It is the bloody business which informs
Macbeth,2,1,613,Thus to mine eyes. Now o’er the one-half world
Macbeth,2,1,614,"Nature seems dead, and wicked dreams abuse"
Macbeth,2,1,615,The curtained sleep. Witchcraft celebrates
Macbeth,2,1,616,"Pale Hecate’s off’rings, and withered murder,"
Macbeth,2,1,617,"Alarumed by his sentinel, the wolf,"
Macbeth,2,1,618,"Whose howl’s his watch, thus with his stealthy pace,"
Macbeth,2,1,619,"With Tarquin’s ravishing strides, towards his"
Macbeth,2,1,620,design
Macbeth,2,1,621,"Moves like a ghost. Thou sure and firm-set earth,"
Macbeth,2,1,622,"Hear not my steps, which way they walk, for fear"
Macbeth,2,1,623,Thy very stones prate of my whereabouts
Macbeth,2,1,624,"And take the present horror from the time,"
Macbeth,2,1,625,"Which now suits with it. Whiles I threat, he lives."
Macbeth,2,1,626,Words to the heat of deeds too cold breath gives.
Macbeth,2,1,627,"I go, and it is done. The bell invites me."
Macbeth,2,1,628,"Hear it not, Duncan, for it is a knell"
Macbeth,2,1,629,That summons thee to heaven or to hell.
Lady Macbeth,2,2,630,That which hath made them drunk hath made me
Lady Macbeth,2,2,631,bold.
Lady Macbeth,2,2,632,What hath quenched them hath given me fire.
Lady Macbeth,2,2,633,Hark!—Peace.
Lady Macbeth,2,2,634,"It was the owl that shrieked, the fatal bellman,"
Lady Macbeth,2,2,635,Which gives the stern’st good-night. He is about it.
Lady Macbeth,2,2,636,"The doors are open, and the surfeited grooms"
Lady Macbeth,2,2,637,Do mock their charge with snores. I have drugged
Lady Macbeth,2,2,638,"their possets,"
Lady Macbeth,2,2,639,That death and nature do contend about them
Lady Macbeth,2,2,640,Whether they live or die.
Macbeth,2,2,641,"Who’s there? what, ho!"
Lady Macbeth,2,2,642,"Alack, I am afraid they have awaked,"
Lady Macbeth,2,2,643,And ’tis not done. Th’ attempt and not the deed
Lady Macbeth,2,2,644,Confounds us. Hark!—I laid their daggers ready;
Lady Macbeth,2,2,645,He could not miss ’em. Had he not resembled
Lady Macbeth,2,2,646,"My father as he slept, I had done ’t."
Lady Macbeth,2,2,647,My husband?
Macbeth,2,2,648,I have done the deed. Didst thou not hear a noise?
Lady Macbeth,2,2,649,I heard the owl scream and the crickets cry.
Lady Macbeth,2,2,650,Did not you speak?
Macbeth,2,2,651,When?
Lady Macbeth,2,2,652,Now.
Macbeth,2,2,653,As I descended?
Lady Macbeth,2,2,654,Ay.
Macbeth,2,2,655,Hark!—Who lies i’ th’ second chamber?
Lady Macbeth,2,2,656,Donalbain.
Macbeth,2,2,657,This is a sorry sight.
Lady Macbeth,2,2,658,"A foolish thought, to say a sorry sight."
Macbeth,2,2,659,"There’s one did laugh in ’s sleep, and one cried"
Macbeth,2,2,660,Murder!
Macbeth,2,2,661,That they did wake each other. I stood and heard
Macbeth,2,2,662,them.
Macbeth,2,2,663,But they did say their prayers and addressed them
Macbeth,2,2,664,Again to sleep.
Lady Macbeth,2,2,665,There are two lodged together.
Macbeth,2,2,666,"One cried God bless us and Amen the other,"
Macbeth,2,2,667,"As they had seen me with these hangman’s hands,"
Macbeth,2,2,668,List’ning their fear. I could not say Amen
Macbeth,2,2,669,When they did say God bless us.
Lady Macbeth,2,2,670,Consider it not so deeply.
Macbeth,2,2,671,But wherefore could not I pronounce Amen?
Macbeth,2,2,672,"I had most need of blessing, and Amen"
Macbeth,2,2,673,Stuck in my throat.
Lady Macbeth,2,2,674,These deeds must not be thought
Lady Macbeth,2,2,675,"After these ways; so, it will make us mad."
Macbeth,2,2,676,Methought I heard a voice cry Sleep no more!
Macbeth,2,2,677,"Macbeth does murder sleep—the innocent sleep,"
Macbeth,2,2,678,"Sleep that knits up the raveled sleave of care,"
Macbeth,2,2,679,"The death of each day’s life, sore labor’s bath,"
Macbeth,2,2,680,"Balm of hurt minds, great nature’s second course,"
Macbeth,2,2,681,Chief nourisher in life’s feast.
Lady Macbeth,2,2,682,What do you mean?
Macbeth,2,2,683,Still it cried Sleep no more! to all the house.
Macbeth,2,2,684,"Glamis hath murdered sleep, and therefore"
Macbeth,2,2,685,Cawdor
Macbeth,2,2,686,Shall sleep no more. Macbeth shall sleep no more.
Lady Macbeth,2,2,687,"Who was it that thus cried? Why, worthy thane,"
Lady Macbeth,2,2,688,You do unbend your noble strength to think
Lady Macbeth,2,2,689,So brainsickly of things. Go get some water
Lady Macbeth,2,2,690,And wash this filthy witness from your hand.—
Lady Macbeth,2,2,691,Why did you bring these daggers from the place?
Lady Macbeth,2,2,692,"They must lie there. Go, carry them and smear"
Lady Macbeth,2,2,693,The sleepy grooms with blood.
Macbeth,2,2,694,I’ll go no more.
Macbeth,2,2,695,I am afraid to think what I have done.
Macbeth,2,2,696,Look on ’t again I dare not.
Lady Macbeth,2,2,697,Infirm of purpose!
Lady Macbeth,2,2,698,Give me the daggers. The sleeping and the dead
Lady Macbeth,2,2,699,Are but as pictures. ’Tis the eye of childhood
Lady Macbeth,2,2,700,"That fears a painted devil. If he do bleed,"
Lady Macbeth,2,2,701,"I’ll gild the faces of the grooms withal,"
Lady Macbeth,2,2,702,For it must seem their guilt.
Macbeth,2,2,703,Whence is that
Macbeth,2,2,704,knocking?
Macbeth,2,2,705,How is ’t with me when every noise appalls me?
Macbeth,2,2,706,"What hands are here! Ha, they pluck out mine eyes."
Macbeth,2,2,707,Will all great Neptune’s ocean wash this blood
Macbeth,2,2,708,"Clean from my hand? No, this my hand will rather"
Macbeth,2,2,709,"The multitudinous seas incarnadine,"
Macbeth,2,2,710,Making the green one red.
Lady Macbeth,2,2,711,"My hands are of your color, but I shame"
Lady Macbeth,2,2,712,To wear a heart so white.
Lady Macbeth,2,2,713,I hear a knocking
Lady Macbeth,2,2,714,At the south entry. Retire we to our chamber.
Lady Macbeth,2,2,715,A little water clears us of this deed.
Lady Macbeth,2,2,716,"How easy is it, then! Your constancy"
Lady Macbeth,2,2,717,Hath left you unattended.
Lady Macbeth,2,2,718,"Hark, more knocking."
Lady Macbeth,2,2,719,"Get on your nightgown, lest occasion call us"
Lady Macbeth,2,2,720,And show us to be watchers. Be not lost
Lady Macbeth,2,2,721,So poorly in your thoughts.
Macbeth,2,2,722,To know my deed ’twere best not know myself.
Macbeth,2,2,723,Wake Duncan with thy knocking. I would thou
Macbeth,2,2,724,couldst.
Porter,2,3,725,Here’s a knocking indeed! If a man were
Porter,2,3,726,"porter of hell gate, he should have old turning the"
Porter,2,3,727,"key. Knock, knock, knock! Who’s there, i’"
Porter,2,3,728,th’ name of Beelzebub? Here’s a farmer that hanged
Porter,2,3,729,himself on th’ expectation of plenty. Come in time!
Porter,2,3,730,Have napkins enough about you; here you’ll sweat
Porter,2,3,731,"for ’t. Knock, knock! Who’s there, in th’"
Porter,2,3,732,"other devil’s name? Faith, here’s an equivocator"
Porter,2,3,733,that could swear in both the scales against either
Porter,2,3,734,"scale, who committed treason enough for God’s"
Porter,2,3,735,"sake yet could not equivocate to heaven. O, come in,"
Porter,2,3,736,"equivocator. Knock, knock, knock! Who’s"
Porter,2,3,737,"there? Faith, here’s an English tailor come hither for"
Porter,2,3,738,"stealing out of a French hose. Come in, tailor. Here"
Porter,2,3,739,"you may roast your goose. Knock, knock!"
Porter,2,3,740,Never at quiet.—What are you?—But this place is
Porter,2,3,741,too cold for hell. I’ll devil-porter it no further. I had
Porter,2,3,742,thought to have let in some of all professions that go
Porter,2,3,743,the primrose way to th’ everlasting bonfire.
Porter,2,3,744,"Anon, anon!"
Porter,2,3,745,"I pray you, remember the porter."
Macduff,2,3,746,"Was it so late, friend, ere you went to bed"
Macduff,2,3,747,That you do lie so late?
Porter,2,3,748,"Faith, sir, we were carousing till the second"
Porter,2,3,749,"cock, and drink, sir, is a great provoker of three"
Porter,2,3,750,things.
Macduff,2,3,751,What three things does drink especially
Macduff,2,3,752,provoke?
Porter,2,3,753,"Marry, sir, nose-painting, sleep, and urine."
Porter,2,3,754,"Lechery, sir, it provokes and unprovokes. It provokes"
Porter,2,3,755,"the desire, but it takes away the performance."
Porter,2,3,756,Therefore much drink may be said to be an
Porter,2,3,757,"equivocator with lechery. It makes him, and it"
Porter,2,3,758,"mars him; it sets him on, and it takes him off; it"
Porter,2,3,759,persuades him and disheartens him; makes him
Porter,2,3,760,"stand to and not stand to; in conclusion, equivocates"
Porter,2,3,761,"him in a sleep and, giving him the lie, leaves"
Porter,2,3,762,him.
Macduff,2,3,763,I believe drink gave thee the lie last night.
Porter,2,3,764,"That it did, sir, i’ th’ very throat on me; but I"
Porter,2,3,765,"requited him for his lie, and, I think, being too"
Porter,2,3,766,"strong for him, though he took up my legs sometime,"
Porter,2,3,767,yet I made a shift to cast him.
Macduff,2,3,768,Is thy master stirring?
Macduff,2,3,769,Our knocking has awaked him. Here he comes.
Lennox,2,3,770,"Good morrow, noble sir."
Macbeth,2,3,771,"Good morrow, both."
Macduff,2,3,772,"Is the King stirring, worthy thane?"
Macbeth,2,3,773,Not yet.
Macduff,2,3,774,He did command me to call timely on him.
Macduff,2,3,775,I have almost slipped the hour.
Macbeth,2,3,776,I’ll bring you to him.
Macduff,2,3,777,"I know this is a joyful trouble to you,"
Macduff,2,3,778,But yet ’tis one.
Macbeth,2,3,779,The labor we delight in physics pain.
Macbeth,2,3,780,This is the door.
Macduff,2,3,781,"I’ll make so bold to call,"
Macduff,2,3,782,For ’tis my limited service.
Lennox,2,3,783,Goes the King hence today?
Macbeth,2,3,784,He does. He did appoint so.
Lennox,2,3,785,"The night has been unruly. Where we lay,"
Lennox,2,3,786,"Our chimneys were blown down and, as they say,"
Lennox,2,3,787,"Lamentings heard i’ th’ air, strange screams of"
Lennox,2,3,788,"death,"
Lennox,2,3,789,"And prophesying, with accents terrible,"
Lennox,2,3,790,Of dire combustion and confused events
Lennox,2,3,791,New hatched to th’ woeful time. The obscure bird
Lennox,2,3,792,Clamored the livelong night. Some say the Earth
Lennox,2,3,793,Was feverous and did shake.
Macbeth,2,3,794,’Twas a rough night.
Lennox,2,3,795,My young remembrance cannot parallel
Lennox,2,3,796,A fellow to it.
Macduff,2,3,797,"O horror, horror, horror!"
Macduff,2,3,798,Tongue nor heart cannot conceive nor name thee!
Macbeth,2,3,799,What’s the matter?
Macduff,2,3,800,Confusion now hath made his masterpiece.
Macduff,2,3,801,Most sacrilegious murder hath broke ope
Macduff,2,3,802,The Lord’s anointed temple and stole thence
Macduff,2,3,803,The life o’ th’ building.
Macbeth,2,3,804,What is ’t you say? The life?
Lennox,2,3,805,Mean you his Majesty?
Macduff,2,3,806,Approach the chamber and destroy your sight
Macduff,2,3,807,With a new Gorgon. Do not bid me speak.
Macduff,2,3,808,See and then speak yourselves.
Macduff,2,3,809,"Awake, awake!"
Macduff,2,3,810,Ring the alarum bell.—Murder and treason!
Macduff,2,3,811,"Banquo and Donalbain, Malcolm, awake!"
Macduff,2,3,812,"Shake off this downy sleep, death’s counterfeit,"
Macduff,2,3,813,"And look on death itself. Up, up, and see"
Macduff,2,3,814,"The great doom’s image. Malcolm, Banquo,"
Macduff,2,3,815,As from your graves rise up and walk like sprites
Macduff,2,3,816,To countenance this horror.—Ring the bell.
Lady Macbeth,2,3,817,"What’s the business,"
Lady Macbeth,2,3,818,That such a hideous trumpet calls to parley
Lady Macbeth,2,3,819,"The sleepers of the house? Speak, speak!"
Macduff,2,3,820,"O gentle lady,"
Macduff,2,3,821,’Tis not for you to hear what I can speak.
Macduff,2,3,822,The repetition in a woman’s ear
Macduff,2,3,823,Would murder as it fell.
Macduff,2,3,824,"O Banquo, Banquo,"
Macduff,2,3,825,Our royal master’s murdered.
Lady Macbeth,2,3,826,"Woe, alas!"
Lady Macbeth,2,3,827,"What, in our house?"
Banquo,2,3,828,Too cruel anywhere.—
Banquo,2,3,829,"Dear Duff, I prithee, contradict thyself"
Banquo,2,3,830,And say it is not so.
Macbeth,2,3,831,"Had I but died an hour before this chance,"
Macbeth,2,3,832,I had lived a blessèd time; for from this instant
Macbeth,2,3,833,There’s nothing serious in mortality.
Macbeth,2,3,834,All is but toys. Renown and grace is dead.
Macbeth,2,3,835,"The wine of life is drawn, and the mere lees"
Macbeth,2,3,836,Is left this vault to brag of.
Donalbain,2,3,837,What is amiss?
Macbeth,2,3,838,"You are, and do not know ’t."
Macbeth,2,3,839,"The spring, the head, the fountain of your blood"
Macbeth,2,3,840,Is stopped; the very source of it is stopped.
Macduff,2,3,841,Your royal father’s murdered.
Malcolm,2,3,842,"O, by whom?"
Lennox,2,3,843,"Those of his chamber, as it seemed, had done ’t."
Lennox,2,3,844,Their hands and faces were all badged with blood.
Lennox,2,3,845,"So were their daggers, which unwiped we found"
Lennox,2,3,846,Upon their pillows. They stared and were distracted.
Lennox,2,3,847,No man’s life was to be trusted with them.
Macbeth,2,3,848,"O, yet I do repent me of my fury,"
Macbeth,2,3,849,That I did kill them.
Macduff,2,3,850,Wherefore did you so?
Macbeth,2,3,851,"Who can be wise, amazed, temp’rate, and furious,"
Macbeth,2,3,852,"Loyal, and neutral, in a moment? No man."
Macbeth,2,3,853,Th’ expedition of my violent love
Macbeth,2,3,854,"Outrun the pauser, reason. Here lay Duncan,"
Macbeth,2,3,855,"His silver skin laced with his golden blood,"
Macbeth,2,3,856,And his gashed stabs looked like a breach in nature
Macbeth,2,3,857,"For ruin’s wasteful entrance; there the murderers,"
Macbeth,2,3,858,"Steeped in the colors of their trade, their daggers"
Macbeth,2,3,859,Unmannerly breeched with gore. Who could refrain
Macbeth,2,3,860,"That had a heart to love, and in that heart"
Macbeth,2,3,861,Courage to make ’s love known?
Lady Macbeth,2,3,862,"Help me hence, ho!"
Banquo,2,3,863,Look to the lady.
Malcolm,2,3,864,Why do we hold our
Malcolm,2,3,865,"tongues,"
Malcolm,2,3,866,That most may claim this argument for ours?
Donalbain,2,3,867,"What should be spoken here, where our fate,"
Donalbain,2,3,868,"Hid in an auger hole, may rush and seize us?"
Donalbain,2,3,869,Let’s away. Our tears are not yet brewed.
Malcolm,2,3,870,Nor our strong sorrow upon the foot of motion.
Banquo,2,3,871,Look to the lady.
Banquo,2,3,872,"And when we have our naked frailties hid,"
Banquo,2,3,873,"That suffer in exposure, let us meet"
Banquo,2,3,874,And question this most bloody piece of work
Banquo,2,3,875,To know it further. Fears and scruples shake us.
Banquo,2,3,876,"In the great hand of God I stand, and thence"
Banquo,2,3,877,Against the undivulged pretense I fight
Banquo,2,3,878,Of treasonous malice.
Macduff,2,3,879,And so do I.
Lennox,2,3,880,So all.
Macbeth,2,3,881,Let’s briefly put on manly readiness
Macbeth,2,3,882,And meet i’ th’ hall together.
Lennox,2,3,883,Well contented.
Malcolm,2,3,884,What will you do? Let’s not consort with them.
Malcolm,2,3,885,To show an unfelt sorrow is an office
Malcolm,2,3,886,Which the false man does easy. I’ll to England.
Donalbain,2,3,887,To Ireland I. Our separated fortune
Donalbain,2,3,888,"Shall keep us both the safer. Where we are,"
Donalbain,2,3,889,"There’s daggers in men’s smiles. The near in blood,"
Donalbain,2,3,890,The nearer bloody.
Malcolm,2,3,891,This murderous shaft that’s shot
Malcolm,2,3,892,"Hath not yet lighted, and our safest way"
Malcolm,2,3,893,"Is to avoid the aim. Therefore to horse,"
Malcolm,2,3,894,And let us not be dainty of leave-taking
Malcolm,2,3,895,But shift away. There’s warrant in that theft
Malcolm,2,3,896,Which steals itself when there’s no mercy left.
Old Man,2,4,897,"Threescore and ten I can remember well,"
Old Man,2,4,898,Within the volume of which time I have seen
Old Man,2,4,899,"Hours dreadful and things strange, but this sore"
Old Man,2,4,900,night
Old Man,2,4,901,Hath trifled former knowings.
Ross,2,4,902,"Ha, good father,"
Ross,2,4,903,"Thou seest the heavens, as troubled with man’s act,"
Ross,2,4,904,"Threatens his bloody stage. By th’ clock ’tis day,"
Ross,2,4,905,And yet dark night strangles the traveling lamp.
Ross,2,4,906,Is ’t night’s predominance or the day’s shame
Ross,2,4,907,That darkness does the face of earth entomb
Ross,2,4,908,When living light should kiss it?
Old Man,2,4,909,"’Tis unnatural,"
Old Man,2,4,910,Even like the deed that’s done. On Tuesday last
Old Man,2,4,911,"A falcon, tow’ring in her pride of place,"
Old Man,2,4,912,Was by a mousing owl hawked at and killed.
Ross,2,4,913,And Duncan’s horses (a thing most strange and
Ross,2,4,914,"certain),"
Ross,2,4,915,"Beauteous and swift, the minions of their race,"
Ross,2,4,916,"Turned wild in nature, broke their stalls, flung out,"
Ross,2,4,917,"Contending ’gainst obedience, as they would"
Ross,2,4,918,Make war with mankind.
Old Man,2,4,919,’Tis said they eat each
Old Man,2,4,920,other.
Ross,2,4,921,"They did so, to th’ amazement of mine eyes"
Ross,2,4,922,That looked upon ’t.
Ross,2,4,923,Here comes the good
Ross,2,4,924,Macduff.—
Ross,2,4,925,"How goes the world, sir, now?"
Macduff,2,4,926,"Why, see you not?"
Ross,2,4,927,Is ’t known who did this more than bloody deed?
Macduff,2,4,928,Those that Macbeth hath slain.
Ross,2,4,929,"Alas the day,"
Ross,2,4,930,What good could they pretend?
Macduff,2,4,931,They were suborned.
Macduff,2,4,932,"Malcolm and Donalbain, the King’s two sons,"
Macduff,2,4,933,"Are stol’n away and fled, which puts upon them"
Macduff,2,4,934,Suspicion of the deed.
Ross,2,4,935,’Gainst nature still!
Ross,2,4,936,"Thriftless ambition, that will ravin up"
Ross,2,4,937,Thine own lives’ means. Then ’tis most like
Ross,2,4,938,The sovereignty will fall upon Macbeth.
Macduff,2,4,939,He is already named and gone to Scone
Macduff,2,4,940,To be invested.
Ross,2,4,941,Where is Duncan’s body?
Macduff,2,4,942,"Carried to Colmekill,"
Macduff,2,4,943,The sacred storehouse of his predecessors
Macduff,2,4,944,And guardian of their bones.
Ross,2,4,945,Will you to Scone?
Macduff,2,4,946,"No, cousin, I’ll to Fife."
Ross,2,4,947,"Well, I will thither."
Macduff,2,4,948,"Well, may you see things well done there. Adieu,"
Macduff,2,4,949,Lest our old robes sit easier than our new.
Ross,2,4,950,"Farewell, father."
Old Man,2,4,951,God’s benison go with you and with those
Old Man,2,4,952,That would make good of bad and friends of foes.
Banquo,3,1,953,"Thou hast it now—king, Cawdor, Glamis, all"
Banquo,3,1,954,"As the Weïrd Women promised, and I fear"
Banquo,3,1,955,Thou played’st most foully for ’t. Yet it was said
Banquo,3,1,956,"It should not stand in thy posterity,"
Banquo,3,1,957,But that myself should be the root and father
Banquo,3,1,958,Of many kings. If there come truth from them
Banquo,3,1,959,"(As upon thee, Macbeth, their speeches shine)"
Banquo,3,1,960,"Why, by the verities on thee made good,"
Banquo,3,1,961,"May they not be my oracles as well,"
Banquo,3,1,962,"And set me up in hope? But hush, no more."
Macbeth,3,1,963,Here’s our chief guest.
Lady Macbeth,3,1,964,"If he had been forgotten,"
Lady Macbeth,3,1,965,It had been as a gap in our great feast
Lady Macbeth,3,1,966,And all-thing unbecoming.
Macbeth,3,1,967,"Tonight we hold a solemn supper, sir,"
Macbeth,3,1,968,And I’ll request your presence.
Banquo,3,1,969,Let your Highness
Banquo,3,1,970,"Command upon me, to the which my duties"
Banquo,3,1,971,Are with a most indissoluble tie
Banquo,3,1,972,Forever knit.
Macbeth,3,1,973,Ride you this afternoon?
Lennox,3,1,974,"Ay, my good lord."
Macbeth,3,1,975,We should have else desired your good advice
Macbeth,3,1,976,(Which still hath been both grave and prosperous)
Macbeth,3,1,977,"In this day’s council, but we’ll take tomorrow."
Macbeth,3,1,978,Is ’t far you ride?
Banquo,3,1,979,"As far, my lord, as will fill up the time"
Banquo,3,1,980,"’Twixt this and supper. Go not my horse the better,"
Banquo,3,1,981,I must become a borrower of the night
Banquo,3,1,982,For a dark hour or twain.
Macbeth,3,1,983,Fail not our feast.
Banquo,3,1,984,"My lord, I will not."
Macbeth,3,1,985,We hear our bloody cousins are bestowed
Macbeth,3,1,986,"In England and in Ireland, not confessing"
Macbeth,3,1,987,"Their cruel parricide, filling their hearers"
Macbeth,3,1,988,"With strange invention. But of that tomorrow,"
Macbeth,3,1,989,When therewithal we shall have cause of state
Macbeth,3,1,990,"Craving us jointly. Hie you to horse. Adieu,"
Macbeth,3,1,991,Till you return at night. Goes Fleance with you?
Banquo,3,1,992,"Ay, my good lord. Our time does call upon ’s."
Macbeth,3,1,993,"I wish your horses swift and sure of foot,"
Macbeth,3,1,994,And so I do commend you to their backs.
Macbeth,3,1,995,Farewell.
Macbeth,3,1,996,Let every man be master of his time
Macbeth,3,1,997,Till seven at night. To make society
Macbeth,3,1,998,"The sweeter welcome, we will keep ourself"
Macbeth,3,1,999,"Till suppertime alone. While then, God be with you."
Macbeth,3,1,1000,"Sirrah, a word with you. Attend those men"
Macbeth,3,1,1001,Our pleasure?
Servant,3,1,1002,"They are, my lord, without the palace gate."
Macbeth,3,1,1003,Bring them before us.
Macbeth,3,1,1004,"To be thus is nothing,"
Macbeth,3,1,1005,But to be safely thus. Our fears in Banquo
Macbeth,3,1,1006,"Stick deep, and in his royalty of nature"
Macbeth,3,1,1007,Reigns that which would be feared. ’Tis much he
Macbeth,3,1,1008,"dares,"
Macbeth,3,1,1009,And to that dauntless temper of his mind
Macbeth,3,1,1010,He hath a wisdom that doth guide his valor
Macbeth,3,1,1011,To act in safety. There is none but he
Macbeth,3,1,1012,Whose being I do fear; and under him
Macbeth,3,1,1013,"My genius is rebuked, as it is said"
Macbeth,3,1,1014,Mark Antony’s was by Caesar. He chid the sisters
Macbeth,3,1,1015,When first they put the name of king upon me
Macbeth,3,1,1016,"And bade them speak to him. Then, prophet-like,"
Macbeth,3,1,1017,They hailed him father to a line of kings.
Macbeth,3,1,1018,Upon my head they placed a fruitless crown
Macbeth,3,1,1019,"And put a barren scepter in my grip,"
Macbeth,3,1,1020,"Thence to be wrenched with an unlineal hand,"
Macbeth,3,1,1021,"No son of mine succeeding. If ’t be so,"
Macbeth,3,1,1022,For Banquo’s issue have I filed my mind;
Macbeth,3,1,1023,"For them the gracious Duncan have I murdered,"
Macbeth,3,1,1024,Put rancors in the vessel of my peace
Macbeth,3,1,1025,"Only for them, and mine eternal jewel"
Macbeth,3,1,1026,Given to the common enemy of man
Macbeth,3,1,1027,"To make them kings, the seeds of Banquo kings."
Macbeth,3,1,1028,"Rather than so, come fate into the list,"
Macbeth,3,1,1029,And champion me to th’ utterance.—Who’s there?
Macbeth,3,1,1030,"Now go to the door, and stay there"
Macbeth,3,1,1031,till we call.
Macbeth,3,1,1032,Was it not yesterday we spoke together?
First Murderer,3,1,1033,"It was, so please your Highness."
Macbeth,3,1,1034,"Well then, now"
Macbeth,3,1,1035,Have you considered of my speeches? Know
Macbeth,3,1,1036,"That it was he, in the times past, which held you"
Macbeth,3,1,1037,"So under fortune, which you thought had been"
Macbeth,3,1,1038,Our innocent self. This I made good to you
Macbeth,3,1,1039,"In our last conference, passed in probation with you"
Macbeth,3,1,1040,"How you were borne in hand, how crossed, the"
Macbeth,3,1,1041,"instruments,"
